,Names,Situacoes
397,ALUMINIO IPAM SA - IND E COM,Cancelado em 14/02/2012
398,ALUMINIO IPAM SA - IND E COM,Cancelado em 25/03/2014
399,ALUMINIO TIGRE SA IND E COM.,Cancelado em 14/02/2012
400,ALUMISA NORDESTE SA,Cancelado em 17/11/2008
401,ALUSUD ALUMINIO DO SUL SA,Cancelado em 15/05/1987
402,"ALVORADA CARTOES, CREDITO, FINANCIAMENTO E INVESTIMENTO S/A",Cancelado em 31/05/2006
403,ALYA AGROINDUSTRIAL S. A.,Cancelado em 28/09/2008
404,AM AGROPECUARIA S. A.,Cancelado em 24/08/2007
405,AMADEO ROSSI SA MET MUNICOES,Cancelado em 18/09/2002
406,AMALFI EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,Cancelado em 05/11/2018
407,AMAPATIUA AGROPECUARIA S. A...,Cancelado em 28/09/2008
408,AMARANTE PARTICIPACOES SA,Cancelado em 20/06/2000
409,AMAZONAS PRODS P CALCADOS SA,Cancelado em 15/06/1988
410,AMAZONEX INDL EXPORTADORA SA,Cancelado em 14/02/2012
411,AMAZONIA AGROPEC INDL,Cancelado em 30/12/1991
412,AMAZONIA CELULAR S/A,Cancelado em 09/03/2009
413,AMAZÔNIA GOLF HOTELARIA E TURISMO S/A,Cancelado em 12/04/2018
414,AMAZONIA INDL E COML GUARANA,Cancelado em 14/02/2012
415,AMAZONIA SA  INDUSTRIA ALIMENTICIA,Cancelado em 24/11/2010
416,AMCOR EMBALAGENS DA AMAZONIA S/A,Cancelado em 20/12/2018
417,AMELCO SA IND ELETRONICA,Cancelado em 21/07/2003
418,AMERICA DO SUL LEAS SA ARR MER,Cancelado em 02/03/2000
419,AMERICAN TRADING S/A,Cancelado em 28/09/2008
420,AMERICAS EMPRS ARTISTICOS SA,Cancelado em 18/03/2008
421,AMERICEL SA,Cancelado em 04/09/2012
422,AMIDO GLUCOSE SA IND E COM,Cancelado em 24/12/1997
423,AMIL PARTICIPAÇÕES S/A,Cancelado em 09/05/2013
424,AMPLA INVESTIMENTOS E SERVIÇOS S/A,Cancelado em 23/05/2012
425,ANCAR EMPREENDIMENTOS COMERCIAIS S/A,Cancelado em 18/12/2006
426,ANCAR SHOPPING SA,Cancelado em 30/11/2001
427,ANCORA COMERCIAL SA,Cancelado em 26/05/1989
428,ANDERSON CLAYTON SA IND E COM,Cancelado em 23/12/1987
429,ANDRADE GUTIERREZ CONCESSOES SA,Cancelado em 31/12/2018
430,ANDRADE GUTIERREZ GRANITOS SA,Cancelado em 14/02/2012
431,ANDRADE GUTIERREZ PARTICIPAÇÕES SA,Cancelado em 12/08/2019
432,ANDRADE LIMA HOTEIS SA,Cancelado em 14/02/2012
433,ANDRADE SA MARMORES E GRANITOS,Cancelado em 24/10/2012
434,ANGICAL AGROPEC SA,Cancelado em 14/02/2012
435,ANGICOS SA AGROPASTORIL,Cancelado em 28/10/2009
436,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES S.A.,Cancelado em 08/10/2014
437,ANHUMAS AGROPEC SA,Cancelado em 14/02/2012
438,ANSON AGROPEC SA,Cancelado em 12/09/2002
439,ANSON SA ENG FUND RECUPERACOES,Cancelado em 02/04/1986
440,APESA AGROPASTORIL PIAUIENSE,Cancelado em 14/02/2012
441,APIACAS HOTEIS E TUR SA,Cancelado em 14/02/2012
442,APOLO PRODUTOS DE ACO SA,Cancelado em 30/10/1990
443,APPO SA IND DE CONFECCOES,Cancelado em 14/02/2012
444,AQUAMARIS AQUACULTURA SA,Cancelado em 13/11/2006
445,AQUA-RIO S/A,Cancelado em 26/06/2012
446,AQUATEC QUIMICA SA,Cancelado em 09/01/2007
447,AR CAPITAL SECURITIES COMPANHIA SECURITIZADORA S.A.,Cancelado em 04/12/2018
448,ARACRUZ CELULOSE S/A,Cancelado em 31/12/2009
449,ARAFERTIL SA,Cancelado em 13/01/1989
450,ARAGUAIA CIA INDL DE PROD ALIM,Cancelado em 05/06/1987
451,ARAGUAIA CIA INDL DE PROD ALIM,Cancelado em 15/10/2015
452,ARAGUAIA SA MIN RACOES FERTIL,Cancelado em 05/07/1988
453,ARAPUA IMPORTACAO COMERCIO SA,Cancelado em 10/10/1996
454,ARAPUA NORTE AGROPEC DE EXP,Cancelado em 13/09/1999
455,ARAPUIM AGROPEC E IND SA,Cancelado em 14/02/2012
456,ARARIPE TEXTIL SA - ARTESA,Cancelado em 03/05/2013
457,ARATUR HOT TUR DE ARACAJU SA,Cancelado em 24/02/2000
458,ARAUAYA AGRICOLA E COML SA,Cancelado em 28/09/2008
459,ARAUCÁRIA PARTICIPAÇÕES SA,Cancelado em 14/11/2014
460,ARBRA SA,Cancelado em 16/01/2003
461,ARCA S/A AGROPECUÁRIA,Cancelado em 07/12/2004
462,ARCELOR BRASIL S.A.,Cancelado em 15/06/2007
463,ARCELORMITTAL INOX BRASIL S.A.,Cancelado em 24/04/2008
464,ARCON SA IND ELETROMETALURGICA,Cancelado em 03/12/1987
465,ARCOVERDE AGRIC E PEC SA,Cancelado em 14/02/2012
466,ARDOSIA PARTICIPACOES SA,Cancelado em 24/11/2000
467,AREIAS BELAS AGRICUL IRRIG SA,Cancelado em 14/02/2012
468,ARGENTUM PARTICIPACOES SA,Cancelado em 20/06/2000
469,ARGOLIS HOLDINGS S.A.,Cancelado em 30/06/2008
470,ARGOLIS PARTICIPAÇÕES S/A,Cancelado em 18/04/2008
471,ARISA-AGROINDL E REFLOREST SA,Cancelado em 14/02/2012
472,ARIZONA AGRICOLA SA,Cancelado em 14/02/2012
473,ARIZONA AGRO PASTORIL SA,Cancelado em 10/10/1997
474,ARIZONA SA AGROINDL E PECUARIA,Cancelado em 14/02/2012
475,ARMAZENS GERAIS EMPR UNIAO SA,Cancelado em 08/03/1991
476,ARNO SA,Cancelado em 16/05/2000
477,AROEIRAS EMPREEND RURAIS SA,Cancelado em 28/09/2008
478,AROSO HOTEIS E LAZER SA,Cancelado em 01/06/2017
479,ARPASO AGROPEC SA,Cancelado em 28/09/2008
480,ARPEL SA CALCADOS ARTEF COURO,Cancelado em 14/02/2012
481,ARRECIFES HOT E TUR SA,Cancelado em 09/09/1999
482,ARTBRAS SA-CARNES E DERIVADOS,Cancelado em 29/11/1997
483,ARTECOLA NE SA INDS QUIMICAS,Cancelado em 16/07/1998
484,ARTEFATOS PAPEL NE SA ARTEPE,Cancelado em 05/11/1986
485,ARTEMISA AQUICULTURA SA,Cancelado em 13/11/2000
486,ARTESANATO DE MADEIRA AM SA,Cancelado em 26/03/1992
487,ARTHUR LANGE SA IND E COM,Cancelado em 04/01/2011
488,ARUANA AGROPASTORIL SA,Cancelado em 30/12/1992
489,ASA AGROINDL DE ALIM SA,Cancelado em 14/02/2012
490,ASBERIT SA,Cancelado em 18/03/1986
491,ASO METAL SA,Cancelado em 06/07/1992
492,ASSA ALIM SELECIONADOS SA,Cancelado em 28/09/2008
493,ASSUNCAO IND E COM SA,Cancelado em 23/10/1998
494,ATHANASE SARANTOPOULOS H T SA,Cancelado em 16/11/1998
495,ATIAIA PEC SA,Cancelado em 24/10/2012
496,ATIAIA PEC SA,Cancelado em 25/11/2019
497,ATIVOS BRASILEIROS S.A.,Cancelado em 07/01/2016
498,ATL - ALGAR TELECOM LESTE S.A.,Cancelado em 10/07/2003
499,ATLÂNTICA EMPREEND.IMOBILIÁRIOS S/A,Cancelado em 09/12/2002
500,ATLETAS BRASILEIROS S/A,Cancelado em 20/09/2017
501,ATMA SA,Cancelado em 22/03/2005
502,ATMOSFERA GESTÃO E HIGIENIZAÇÃO DE TÊXTEIS SA,Cancelado em 20/04/2009
503,AUFERVILLE TRUST SA,Cancelado em 18/03/2008
504,AUSTRAL INVESTIMENTOS SA,Cancelado em 13/01/2003
505,AUTEL SA TELECOMUNICAÇOES,Cancelado em 07/08/2007
506,AUTOMATICA TECNOLOGIA SA,Cancelado em 14/07/1998
507,AUTOMATON NORTE IND PLAST SA,Cancelado em 28/09/2008
508,AUTOMETAL AGROPEC SA,Cancelado em 09/03/2015
509,AUTOMETAL S/A,Cancelado em 14/10/2014
510,AUTOTRAC COMERCIO E TELECOMUNICAÇÕES,Cancelado em 03/07/2009
511,AUTOVIAS S/A,Cancelado em 16/09/2019
512,AUXILIAR LEASING SA ARR MERC,Cancelado em 30/01/1991
513,AUXILIAR SA PARTICIPACOES,Cancelado em 09/08/2005
514,AVAL SECURITIZADORA DE CREDITOS S.A.,Cancelado em 30/11/2017
515,AVARA SA,Cancelado em 11/10/1989
516,AVARANDADO FORTE AGROPEC PI SA,Cancelado em 14/02/2012
517,AVARANDADO FORTE AGROPEC SA,Cancelado em 14/02/2012
518,AVEMAR AVICULTURA E RACAO SA,Cancelado em 28/09/2008
519,AVENORTE INDS ALIMENTICIAS SA,Cancelado em 14/02/2012
520,AVIANE AVES INDUST DO NE,Cancelado em 14/02/2012
521,AVIBOSA-AVICULT E BOVINCULT SA,Cancelado em 14/02/2012
522,AVIC-ALIMENTOS SELECIONADOS SA,Cancelado em 28/09/2008
523,AVICOCO DO NE SA,Cancelado em 18/01/2008
524,AVICOLA DAGEMA S/A,Cancelado em 31/05/2004
525,AVINEL SA  - AVICULTURA INDUSTRIAL,Cancelado em 03/09/2012
526,AXXOR INDÚSTRIA MECÂNICA S/A,Cancelado em 27/12/2007
527,AZECYP HOTELARIA E TURISMO SA,Cancelado em 14/02/2012
528,AZECYP HOTELARIA E TURISMO SA,Cancelado em 28/09/2017
529,AZULEJOS DO PARA SA,Cancelado em 30/04/1999
530,B D MOVEIS SA,Cancelado em 14/02/2012
531,BACALACTE-BACABAL IND LATIC SA,Cancelado em 28/09/2008
532,BACATUBA AGROPASTORIL SA,Cancelado em 14/02/2012
533,BACRAFT SA INDUSTRIA DE PAPEL,Cancelado em 12/05/2006
534,BAESA-ENERGETICA BARRA GRANDE SA,Cancelado em 29/04/2016
535,BAHEMA AGROPECUARIA SA,Cancelado em 30/08/1991
536,BAHEMA EQUIPAMENTOS SA,Cancelado em 31/10/2003
537,BAHIA OTHON PALACE HOTEL SA,Cancelado em 26/10/1984
538,BAHIA TRUST DE RECEBIVEIS,Cancelado em 28/10/1999
539,BAISA BAHIA AGRICULTURA SA,Cancelado em 14/02/2012
540,BAIXADAO AGROPEC SA,Cancelado em 14/02/2012
541,BAIXADAO AGROPEC SA,Cancelado em 17/12/2018
542,BALADARE PARTICIPAÇÕES S/A,Cancelado em 27/05/2010
543,BAMERINDUS SA CRED IMOBILIARIO,Cancelado em 27/11/1987
544,BAMERINDUS SA FINANC CRED INV,Cancelado em 09/05/1989
545,BAMERINDUS SA PARTICIPAÇÕES E EMPREENDIMENTOS - EM LIQUIDAÇÃO EXTRAJUDICIAL,Cancelado em 09/01/2007
546,BANAGRO SA BAND AGROPEC SA,Cancelado em 14/01/1993
547,BANCO AGIBANK S.A.,Cancelado em 18/01/2019
548,BANCO AGRIMISA SA,Cancelado em 22/03/2005
549,BANCO ALVORADA S.A.,Cancelado em 28/10/2003
550,BANCO BAMERINDUS BRASIL SA,Cancelado em 18/07/2006
551,BANCO BANDEIRANTES DE INVESTIMENTOS SA,Cancelado em 31/10/2001
552,BANCO BANEB SA,Cancelado em 01/12/2000
553,BANCO BANESTADO SA,Cancelado em 29/08/2003
554,BANCO BANORTE SA EM LIQUIDAÇÃO EXTRAJUDICIAL,Cancelado em 18/07/2006
555,BANCO BCN S.A.,Cancelado em 28/07/1998
556,BANCO BEA SA,Cancelado em 30/01/2003
557,BANCO BEG S.A.,Cancelado em 29/08/2003
558,BANCO BMG S/A,Cancelado em 14/03/1994
559,BANCO BOAVISTA INTERATLÂNTICO S.A.,Cancelado em 08/12/1999
560,BANCO BOCOM BBM S.A.,Cancelado em 26/07/1993
561,BANCO BONSUCESSO S.A.,Cancelado em 16/10/2008
562,BANCO BRADESCO BBI S.A.,Cancelado em 06/08/2004
563,BANCO BRADESCO BERJ S.A.,Cancelado em 11/06/2012
564,BANCO CACIQUE SA,Cancelado em 27/12/1988
565,BANCO COMERCIAL BANCESA S.A.,Cancelado em 22/03/2005
566,BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.,Cancelado em 24/08/2000
567,BANCO CREDITO REAL DE MG SA,Cancelado em 30/06/1998
568,BANCO CREFISUL S.A.,Cancelado em 09/05/2006
569,BANCO DE PERNAMBUCO S.A. - BANDEPE,Cancelado em 24/03/2003
570,BANCO DESENV ESTADO BAHIA SA,Cancelado em 04/11/1999
571,BANCO DO ESTADO DE MATO GROSSO S.A.,Cancelado em 09/01/2007
572,BANCO DO ESTADO DE SANTA CATARINA S/A - BESC,Cancelado em 30/09/2008
573,BANCO DO ESTADO DE SAO PAULO S.A. - BANESPA,Cancelado em 31/08/2006
574,BANCO DO ESTADO DO PIAUÍ S.A. - BEP,Cancelado em 28/11/2008
575,BANCO DO PROGRESSO S.A.,Cancelado em 09/01/2007
576,BANCO FENICIA SA,Cancelado em 06/11/1995
577,BANCO FININVEST SA,Cancelado em 12/06/1998
578,BANCO HSBC S.A.,Cancelado em 01/02/2000
579,BANCO HSBC S.A.,Cancelado em 14/09/2015
580,BANCO INDUSTRIAL DO BRASIL,Cancelado em 14/11/2018
581,BANCO ITABANCO S/A,Cancelado em 08/03/1996
582,BANCO ITAU BBA  S.A.,Cancelado em 29/08/2003
583,BANCO ITAULEASING S.A.,Cancelado em 07/11/2007
584,BANCO MERCANTIL DE SÃO PAULO SA,Cancelado em 30/09/2003
585,BANCO NOSSA CAIXA S/A,Cancelado em 30/11/2009
586,BANCO PATAGONIA SA,Cancelado em 15/10/2019
587,BANCO REAL SA,Cancelado em 28/04/2000
588,BANCO SAFRA S/A,Cancelado em 27/12/1990
589,BANCO SANTANDER NOROESTE SA,Cancelado em 30/06/1999
590,BANCO SANTANDER S.A.,Cancelado em 16/12/1992
591,BANCO SANTANDER S.A.,Cancelado em 14/11/2018
592,BANCO SOFISA SA,Cancelado em 24/11/2016
593,BANCO SUDAMERIS BRASIL SA,Cancelado em 25/05/2007
594,BANCO ÚNICO S.A.,Cancelado em 09/08/1990
595,BANCOCIDADE LEASING ARR MERC SA,Cancelado em 18/11/2003
596,BANEB LEASING SA ARREND MERC,Cancelado em 20/06/2000
597,BANESTADO LEASING SA ARR MERC,Cancelado em 22/02/2001
598,BANESTADO SA CRED FIN E INV,Cancelado em 12/09/1989
599,BANESTES LEASING SA ARR MERC,Cancelado em 01/03/2005
600,"BANEX S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",Cancelado em 14/11/2007
601,BANFORT-BANCO FORTALEZA S.A.,Cancelado em 09/01/2007
602,BANKAMERICA COMERCIAL E PARTICIPAÇÕES S. A.,Cancelado em 14/12/1989
603,BANKBOSTON COMPANHIA HIPOTECÁRIA,Cancelado em 26/01/2004
604,BANORTE BANCO INVEST SA,Cancelado em 09/08/1990
605,BANORTE CRED FIN E INVEST SA,Cancelado em 09/08/1990
606,BANORTE CRED IMOBILIARIO SA,Cancelado em 09/08/1990
607,BANORTE LEASING ARRENDAMENTO MERCANTIL SA EM LIQUIDAÇÃO EXTRAJUDICIAL,Cancelado em 18/07/2006
608,BANRISUL S.A.  ADMINISTRADORA DE CONSÓRCIOS,Cancelado em 17/12/2010
609,BANYLSA TECELAGEM DO BRASIL SA,Cancelado em 17/06/1993
610,BAPESA   BACABINHA AGROPEC SA,Cancelado em 15/06/2007
611,BAPTISTA DA SILVA PARTICIPAÇÕES E PROJETOS SA,Cancelado em 04/01/2010
612,BARAO AGROPECUARIA SA,Cancelado em 14/02/2012
613,BARAO DE GRAJAU AGROINDL SA,Cancelado em 14/02/2012
614,BARAO DE GRAJAU AGROINDL SA,Cancelado em 17/02/2016
615,BARBER GREENE BRASIL INDUSTRIA E COMERCIO SA,Cancelado em 22/03/2005
616,BARONESA AGROPASTORIL SA,Cancelado em 28/09/2008
617,BARRA DO CORDA AGROPEC SA,Cancelado em 14/02/2012
618,BARRA DO CORDA AGROPEC SA,Cancelado em 21/03/2016
619,BARRA SA AGRICULTURA E PEC,Cancelado em 14/02/2012
620,BARRALCOOL USINA DA BARRA SA,Cancelado em 26/05/1995
621,BARRETTO ARAUJO PROD CACAU SA,Cancelado em 04/01/2010
622,BASEL PARTICIPAÇÕES S/A,Cancelado em 22/09/2017
623,BASF BRAS SA INDS QUIMICAS,Cancelado em 24/03/1992
624,BATES SA,Cancelado em 29/11/1989
625,BBC ADM E PARTICIPAÇÃO-EM LIQUIDAÇÃO ORDINÁRIA,Cancelado em 18/07/2006
626,BBC LEASING ARREND MERCANTIL-EM LIQUIDAÇÃO ORDINÁRIA,Cancelado em 18/07/2006
627,BB-LEASING SA ARRENDAMENTO MERCANTIL,Cancelado em 11/09/2006
628,BBV LEASING BRASIL SA ARR MERC,Cancelado em 01/07/1999
629,BCO AUXILIAR SA,Cancelado em 30/01/1991
630,BCO BAMERINDUS INVS SA,Cancelado em 10/11/1988
631,BCO BRADESCO INVESTIMENTO SA,Cancelado em 26/11/1992
632,BCO CEDULA SA,Cancelado em 22/09/1992
633,BCO CREDIPLAN SA,Cancelado em 10/07/1996
634,BCO INV AMERICA SUL SA,Cancelado em 19/05/1989
635,BCO MAISONNAVE DE INV SA,Cancelado em 10/01/1989
636,BCO NACIONAL INVS SA,Cancelado em 18/06/1991
637,BCO SAVENA SA,Cancelado em 28/12/1984
638,BCO SUL BRASILEIRO SA,Cancelado em 10/06/1985
639,BCP S/A,Cancelado em 18/06/2004
640,BCR BCO CREDITO REAL SA,Cancelado em 08/02/1999
641,BEATRIZ TÊXTIL S/A,Cancelado em 24/10/2012
642,BEIRADA AGROPEC SA,Cancelado em 14/02/2012
643,BELAPART SA,Cancelado em 26/05/2017
644,BELASA-BELO JARDIM AVES SA,Cancelado em 14/02/2012
645,BELCONAV SA CONSTRUCAO NAVAL,Cancelado em 14/02/2012
646,BELEM MALHADA REAL AGROPEC SA,Cancelado em 14/02/2012
647,BELEM PESCA SA,Cancelado em 14/02/2012
648,BELEZA PARTICIPAÇÕES SA,Cancelado em 25/09/2018
649,BELMONTE AGROINDUSTRIAL SA,Cancelado em 14/02/2012
650,BELPRATO SA,Cancelado em 21/03/2006
651,BEMATECH  S/A,Cancelado em 16/02/2016
652,BENAION IND PAPEL E CELULOSE SA,Cancelado em 14/02/2012
653,BENTONISA BENTONITA DO NORDESTE SA,Cancelado em 29/04/2010
654,BENZENEX SA ADUBOS E INSET,Cancelado em 30/03/1999
655,BERNA PARTICIPAÇÕES SA,Cancelado em 11/08/2014
656,BERNECK MADEIRAS DO PARA SA,Cancelado em 10/12/2001
657,BERTO SA,Cancelado em 14/12/2001
658,BESC SA ARRENDAMENTO MERCANTIL,Cancelado em 13/04/2010
659,BETA BUF EQUAT AMAPAENSE SA,Cancelado em 28/09/2008
660,BETA NORTE AGROINDUSTRIAL SA,Cancelado em 14/02/2012
661,BETA SA INDUSTRIA E COMERCIO,Cancelado em 13/11/2007
662,BETA SECURITIZADORA S/A,Cancelado em 30/10/2019
663,BETUMARCO SA ENGENHARIA INDUSTRIA COMERCIO,Cancelado em 22/11/2006
664,BEVISA PECUARIA BELA VISTA SA,Cancelado em 17/07/2003
665,BFB LEASING S.A. ARRENDAMENTO MERCANTIL,Cancelado em 08/02/1991
666,BFB LEASING S.A. ARRENDAMENTO MERCANTIL,Cancelado em 24/05/2012
667,BFC BANCO SA,Cancelado em 16/07/1990
668,BGPAR SA,Cancelado em 26/10/2011
669,BHG S.A. - BRAZIL HOSPITALITY GROUP,Cancelado em 13/07/2015
670,BI CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS,Cancelado em 30/05/2018
671,BIANCOGRÊS CERÂMICA S.A.,Cancelado em 18/01/2008
672,BIOBRAS SA,Cancelado em 27/11/2002
673,BIOTECNICA INDUSTRIAL E AGRICOLA SA,Cancelado em 14/02/2012
674,BIOTOSCANA INVESTMENTS S.A.,Cancelado em 13/11/2020
675,BIRMANN SA COM. E EMPREEND.,Cancelado em 03/11/1989
676,BISCOITOS PRINCESA DA AM SA,Cancelado em 14/02/2012
677,BISVIT SA INDUSTRIA E COM,Cancelado em 02/01/1996
678,BLUE TREE HOTELS & RESORTS DO BRASIL SA,Cancelado em 01/02/2008
679,BMD LEASING SA ARREND MERC,Cancelado em 02/04/1998
680,BMG LEASING S.A. -  ARREND. MERCANTIL,Cancelado em 12/08/2019
681,BNC BRAZIL LTDA,Cancelado em 27/08/2001
682,BOA VISTA AGROPEC SA,Cancelado em 14/02/2012
683,BOAVISTA SA ARREND MERCANTIL,Cancelado em 16/10/1989
684,BOAVISTA SA ARREND MERCANTIL,Cancelado em 12/11/2003
685,BOAVISTA SA CRED FIN E INV,Cancelado em 22/06/1990
686,BOCAIUVA TEXTIL SA,Cancelado em 22/03/1999
687,BOLERO PARTICIPAÇÕES SA,Cancelado em 18/06/2015
688,BOLSA DE MERCADORIAS & FUTUROS - BM&F S/A,Cancelado em 08/05/2008
689,BOM JESUS AGROPEC E INDL SA,Cancelado em 28/09/2008
690,BOM ZON ESPIRITO SANTO SA,Cancelado em 19/11/1993
691,BOMBRIL HOLDING SA,Cancelado em 18/08/2011
692,BOMPREÇO BAHIA SA,Cancelado em 17/02/2006
693,BOMPRECO SA SUPERMERCADO DO NE,Cancelado em 06/02/2002
694,BOMPRECO TRUST RECEBIVEIS SA,Cancelado em 09/04/1999
695,BONAL SA,Cancelado em 17/07/2006
696,BONANCA ACU AGROPEC SA,Cancelado em 14/02/2012
697,BONANCA ACU AGROPEC SA,Cancelado em 31/10/2018
698,BONANCA AGROINDUSTRIAL S. A...,Cancelado em 14/02/2012
699,BONANZA AGROPEC SA,Cancelado em 14/02/2012
700,BONANZA AGROPEC SA,Cancelado em 30/06/1995
701,BONATO SA COM E INDUSTRIA,Cancelado em 11/03/1992
702,BONESA BORRACHAS NE SA,Cancelado em 14/02/2012
703,BONESA BORRACHAS NE SA,Cancelado em 17/04/2012
704,BONFIGLIOLI COML CONSTRUT SA,Cancelado em 05/09/1991
705,BONOR INDUSTRIA DE BOTÕES DO NORDESTE SA,Cancelado em 31/03/2009
706,BOQUEIRAO AGROPEC SA,Cancelado em 14/02/2012
707,BORBONITE SA IND DE BORRACHAS,Cancelado em 01/10/1992
708,BORBOREMA AVICOLA SA,Cancelado em 10/03/2003
709,BORBOREMA EMPREENDIMENTOS AGRÍCOLAS S/A,Cancelado em 01/06/2017
710,BORELLA SA IND E COMERCIO,Cancelado em 21/01/1987
711,BORGA AGROPECUARIA SA,Cancelado em 14/02/2012
712,BORGHOFF SA,Cancelado em 07/05/1999
713,BORLEM DO NE SA-EMPREEND INDS,Cancelado em 10/12/1992
714,BORLEM SA EMPREEND INDUSTRIAIS,Cancelado em 10/03/1999
715,BOSFORO PARTICIPACOES SA,Cancelado em 21/09/1999
716,BOSTON EXPORTADORA IMPORT SA,Cancelado em 17/03/1998
717,BOTUCATU TÊXTIL S. A.,Cancelado em 09/07/2012
718,BOVESPA HOLDING SA,Cancelado em 29/08/2008
719,BPMB I PARTICIPAÇÕES S.A.,Cancelado em 15/09/2015
720,BR HOME CENTERS S.A.,Cancelado em 08/11/2019
721,BR TOWERS SPE1 S.A.,Cancelado em 05/12/2018
722,BRADESCO BCN LEASING S/A ARR MERCANTIL,Cancelado em 01/09/2004
723,BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL,Cancelado em 15/09/1989
724,BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL,Cancelado em 18/06/2001
725,BRADESCO LEASING S.A. ARREND. MERCANTIL,Cancelado em 04/07/1989
726,BRADESCO LEASING S.A. ARREND. MERCANTIL,Cancelado em 28/02/2003
727,BRADESCO TURISMO SA ADM E SERV,Cancelado em 15/06/1988
728,BRADESPLAN PARTICIPAÇOES SA,Cancelado em 07/02/2006
729,BRAFCO SA,Cancelado em 20/12/2005
730,BRAFER INDL SA PRODS SIDERURG,Cancelado em 07/03/1995
731,BRAGA AGROPEC SA,Cancelado em 28/09/2008
732,BRAMETAL S/A,Cancelado em 16/12/2014
733,BRAMEX - BRASIL MERCANTIL S/A,Cancelado em 12/04/2018
734,BRAMINEX-BRASILEIRA DE MÁRMORES EXPORTADORA S/A,Cancelado em 14/02/2012
735,BRAMPAC SA,Cancelado em 19/09/2000
736,BRASCAN IMOBILIARIA SA,Cancelado em 10/07/2003
737,BRASCARNE EMP BRAS CARNES SA,Cancelado em 09/02/1999
738,BRASCOMP COMPENSADOS DO BR SA,Cancelado em 26/03/1999
739,BRASCORDA SA,Cancelado em 14/02/2012
740,BRASFIBRA SA,Cancelado em 03/02/1995
741,BRASFIO INDUSTRIA E COMERCIO NORDESTE S/A,Cancelado em 24/10/2014
742,BRASIF ELECTRONICS,Cancelado em 10/11/1997
743,BRASIGRAN BRASILEIRA DE GRANITOS SA,Cancelado em 29/11/2000
744,BRASIL & MOVIMENTOS S/A,Cancelado em 30/03/2009
745,BRASIL BELEM HOTEIS E TURISMO SA,Cancelado em 04/01/2010
746,BRASIL BETON SA,Cancelado em 25/05/1995
747,BRASIL CENTRAL HOTEIS E TUR SA,Cancelado em 30/12/1998
748,BRASIL FERROVIAS S.A.,Cancelado em 17/07/2008
749,BRASIL METAL SA,Cancelado em 14/02/2012
750,BRASIL OITICICA S/A,Cancelado em 22/03/2005
751,BRASIL OLEOS INDUSTRIA COMERCIO SA BRASOLEO,Cancelado em 20/12/2005
752,BRASIL PLURAL SECURITIZADORA S.A.,Cancelado em 30/04/2018
753,BRASIL TELECOM PARTICIPAÇÕES SA,Cancelado em 30/09/2009
754,BRASIL TRAVEL TURISMO E PARTICIPAÇÕES S/A,Cancelado em 03/09/2012
755,BRASILIA EMPREEND AGROPEC SA,Cancelado em 23/01/1992
756,BRASILIANA ENERGIA SA,Cancelado em 30/09/2006
757,BRASILINVEST INFORM.TELEC.S/A,Cancelado em 15/12/1995
758,BRASILIT SA,Cancelado em 01/06/2001
759,BRASILJUTA SA FIACAO TEC JUTA,Cancelado em 01/03/1993
760,BRASILTON CONTAGEM HOTEIS E TURISMO SA,Cancelado em 24/09/2007
761,BRASIMET COM E INDUSTRIA SA,Cancelado em 15/09/1993
762,BRASMAG-CIA BRAS DE MAGNESIO,Cancelado em 26/02/1993
763,BRASMETAL CIA BRAS METALURGIA,Cancelado em 28/12/1990
764,BRASMODAL SA NAVEG E TRANSP,Cancelado em 13/05/1998
765,BRASMOTOR SA,Cancelado em 22/12/2016
766,BRASNOR AGROPECUARIA SA,Cancelado em 14/10/2011
767,BRASPACK - EMBALAGENS DO NORDESTE,Cancelado em 15/01/2015
768,BRASTEX SA,Cancelado em 14/02/2012
769,BRASVIT GRANITO E MINERACAO SA,Cancelado em 14/02/2012
770,BRASWEY NE SA IND E COM,Cancelado em 27/11/1991
771,BRAUSTAM HOTEIS REIT SA,Cancelado em 21/07/2005
772,BRAVO SECURITIZADORA S/A,Cancelado em 31/10/2008
773,BRAZAL - BRASIL ALIMENTOS S.A.,Cancelado em 30/08/2016
774,BRAZIL FAST FOOD CORP.,Cancelado em 23/12/2002
775,BRB CRED FINANC E INVEST SA,Cancelado em 08/05/1987
776,BRC SECURITIZADORA SA,Cancelado em 29/06/2020
777,BREJO VELHO ALIM SA,Cancelado em 07/07/2004
778,BRESPEL CIA INDL BRAS ESPANHA,Cancelado em 14/02/2012
779,BRILASA BRITAGEM E LAMINAÇÃO DE ROCHAS S/A,Cancelado em 02/05/2016
780,BRINQUEDOS BANDEIRANTES SA,Cancelado em 10/09/1993
781,BRINQUEDOS MIMO SA,Cancelado em 20/12/2005
782,BROOKFIELD INCORPORAÇÕES S.A.,Cancelado em 24/08/2016
783,BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A.,Cancelado em 14/06/2012
